,Mean,Software,User,value
49,6.958333333333333,Cloze,Fakru,7.0
50,6.458333333333333,CodeLobster IDE,Fakru,7.0
51,7.375,Couchbase,Fakru,7.0
52,6.916666666666667,Crunchbase,Fakru,7.0
53,6.958333333333333,Cvent,Fakru,5.0
54,5.25,Datahug,Fakru,7.0
55,7.2,DigitalOcean,Fakru,7.0
56,6.833333333333333,DiscoverOrg,Fakru,6.0
57,5.625,DoubleDutch,Fakru,7.0
58,6.916666666666667,Duo Security,Fakru,7.0
59,7.333333333333333,Emarsys,Fakru,7.0
60,7.083333333333333,EventBrite,Fakru,7.0
61,7.083333333333333,Evercontact,Fakru,7.0
62,5.708333333333333,Fiddler,Fakru,7.0
63,6.541666666666667,Fiksu,Fakru,7.0
64,6.958333333333333,FitNesse,Fakru,7.0
65,7.0,Frontier Kernel Project,Fakru,7.0
66,6.333333333333333,FullContact,Fakru,4.0
67,6.0,GamEffective,Fakru,7.0
68,7.0,Ghost Inspector,Fakru,5.0
69,6.75,Git,Fakru,6.0
70,6.75,GitHost,Fakru,7.0
71,6.916666666666667,GitHub,Fakru,7.0
72,7.125,GitLab,Fakru,7.0
73,6.625,Gmelius,Fakru,6.0
74,5.958333333333333,Goal Huddle,Fakru,7.0
75,7.083333333333333,Grapholytic,Fakru,6.0
76,6.958333333333333,GrowthOk,Fakru,7.0
77,6.541666666666667,Guru,Fakru,7.0
78,6.5,HAProxy,Fakru,7.0
79,7.333333333333333,HeadReach,Fakru,4.0
80,7.0,Highrise,Fakru,7.0
81,6.875,HockeyApp,Fakru,5.0
82,7.291666666666667,Hostinger,Fakru,7.0
83,7.125,HubSpot Marketing Hub,Fakru,7.0
84,5.5,Hunter,Fakru,4.0
85,6.833333333333333,HyperGraphDB,Fakru,7.0
86,7.384615384615385,Impact,Fakru,7.0
87,6.75,Inkit,Fakru,7.0
88,7.0,InsideView,Fakru,7.0
89,5.5,InterSystems Cache,Fakru,4.0
90,6.708333333333333,Intutel,Fakru,7.0
91,6.583333333333333,Jifflenow,Fakru,4.0
92,7.481481481481482,Kiip,Fakru,7.0
93,6.291666666666667,KiteDesk,Fakru,4.0
94,6.083333333333333,LambdaTest,Fakru,7.0
95,6.916666666666667,Lengow,Fakru,7.0
96,6.583333333333333,Lottie,Fakru,4.0
97,6.833333333333333,Lusha,Fakru,7.0
98,6.5,Madkudu,Fakru,4.0
99,7.041666666666667,Marketo,Fakru,7.0
100,6.75,Mautic,Fakru,6.0
101,6.166666666666667,McAfee antivirus,Fakru,7.0
102,7.25,Memcached,Fakru,6.0
103,6.791666666666667,Mindmatrix,Fakru,7.0
104,6.791666666666667,MixRank,Fakru,7.0
105,6.583333333333333,MoEngage,Fakru,7.0
106,7.52,Mobify,Fakru,7.0
107,7.125,Monaca,Fakru,7.0
108,7.0,MongoDB,Fakru,7.0
109,7.125,Moz Local,Fakru,7.0
110,7.208333333333333,N3,Fakru,9.0
111,5.791666666666667,Neo4j,Fakru,7.0
112,7.083333333333333,NinthDecimal,Fakru,7.0
113,7.291666666666667,Noweco,Fakru,9.0
114,6.875,Nudge.ai,Fakru,7.0
115,7.083333333333333,OVH Hosting,Fakru,7.0
116,5.625,ObjectBox,Fakru,7.0
117,6.833333333333333,OpenStack,Fakru,7.0
118,7.041666666666667,OpenVPN,Fakru,9.0
119,6.916666666666667,Optimiso,Fakru,7.0
120,6.208333333333333,Optimizely,Fakru,4.0
121,6.083333333333333,Oracle Eloqua,Fakru,9.0
122,6.958333333333333,OrientGraph,Fakru,7.0
123,6.916666666666667,Owler,Fakru,7.0
124,7.0,PVS-Studio,Fakru,9.0
125,6.708333333333333,Panopto,Fakru,7.0
126,6.916666666666667,PipeCandy,Fakru,7.0
127,6.416666666666667,Pipedrive,Fakru,6.0
128,5.875,Procipient,Fakru,7.0
129,7.25,ProjectLocker,Fakru,7.0
130,7.083333333333333,Qualys,Fakru,7.0
131,5.541666666666667,Rackspace Hosting,Fakru,7.0
132,7.0,Relayware,Fakru,7.0
133,7.208333333333333,SEMrush,Fakru,9.0
134,6.916666666666667,Sailthru,Fakru,7.0
135,7.12,SalesLoft,Fakru,7.0
136,5.791666666666667,Salesforce Data.com,Fakru,7.0
137,6.708333333333333,Salesforce Marketing Cloud,Fakru,7.0
138,7.0,Salesforce Pardot,Fakru,7.0
139,7.083333333333333,Salesforce Sales Cloud,Fakru,7.0
140,6.291666666666667,Salestools,Fakru,4.0
141,6.0,Sauce Labs,Fakru,7.0
142,6.75,Scopi,Fakru,7.0
143,6.833333333333333,Segment,Fakru,7.0
144,6.75,Selenium,Fakru,7.0
145,6.791666666666667,ServerPilot,Fakru,7.0
146,7.041666666666667,ServiceSource,Fakru,7.0
147,6.75,Showpad,Fakru,6.0
148,5.958333333333333,SimilarTech,Fakru,7.0
149,6.916666666666667,Sitecore,Fakru,6.0
150,7.041666666666667,Smadex,Fakru,9.0
151,6.625,SocialPilot,Fakru,5.0
152,6.666666666666667,SocialShopWave,Fakru,9.0
153,7.291666666666667,SolidOpinion,Fakru,7.0
154,7.0,Sophos,Fakru,7.0
155,6.791666666666667,SourceRepo,Fakru,7.0
156,7.08,Splash,Fakru,7.0
157,6.958333333333333,Splicky,Fakru,7.0
158,5.458333333333333,SpyFu,Fakru,5.0
159,7.0,Steward,Fakru,7.0
160,7.291666666666667,Streak,Fakru,7.0
161,6.666666666666667,StructuredWeb,Fakru,5.0
162,6.916666666666667,Sublime Web Inspector,Fakru,7.0
163,5.625,SuperRewards,Fakru,7.0
164,6.75,Supernova,Fakru,7.0
165,6.958333333333333,Symantec Norton,Fakru,7.0
166,7.0,Testfairy,Fakru,7.0
167,6.291666666666667,Testflight,Fakru,4.0
168,5.791666666666667,Trend Micro,Fakru,7.0
169,6.916666666666667,TrialPay,Fakru,7.0
170,6.916666666666667,Upcall,Fakru,5.0
171,6.5,WP Engine,Fakru,7.0
172,6.666666666666667,WebEngage,Fakru,7.0
173,7.166666666666667,Xamarin,Fakru,7.0
174,6.708333333333333,Xpediter,Fakru,6.0
175,5.958333333333333,Yext,Fakru,7.0
176,7.083333333333333,Yotpo,Fakru,6.0
177,6.958333333333333,Zoho CRM,Fakru,7.0
178,6.875,ZoomInfo,Fakru,7.0
179,6.5,canUmeet,Fakru,5.0
180,7.375,iPage,Fakru,7.0
181,7.0,import.io,Fakru,7.0
182,6.875,netadge,Fakru,5.0
183,5.916666666666667,nginx,Fakru,8.0
184,6.166666666666667,ngrok,Fakru,8.0
185,6.083333333333333,pCloudy,Fakru,5.0
186,5.625,uContact,Fakru,6.0
187,6.791666666666667,AVG antivirus,Gopal,8.0
188,7.041666666666667,AWS Application Load Balancer,Gopal,7.0
189,5.5,AWS Mobile Hub,Gopal,4.0
190,6.833333333333333,Accelo,Gopal,7.0
191,7.25,Action Recorder,Gopal,8.0
192,6.875,Ad-Aware,Gopal,7.0
193,6.583333333333333,Adobe Target,Gopal,7.0
194,5.833333333333333,Alexa,Gopal,5.0
195,6.583333333333333,AllegroGraph,Gopal,6.0
196,6.916666666666667,Amazon DynamoDB,Gopal,7.0
197,7.041666666666667,Android Studio,Gopal,7.0
198,6.291666666666667,Antavo,Gopal,7.0
199,6.041666666666667,Apache Hbase,Gopal,7.0
200,6.916666666666667,App Annie,Gopal,7.0
201,6.666666666666667,AppLift,Gopal,7.0
202,6.791666666666667,AppLovin,Gopal,7.0
203,6.75,Appcelerator,Gopal,7.0
204,7.375,Appium,Gopal,8.0
205,6.791666666666667,Applause,Gopal,7.0
206,5.958333333333333,Applivery,Gopal,3.0
207,7.25,Appollo,Gopal,7.0
208,6.916666666666667,ArangoDB,Gopal,7.0
209,6.958333333333333,Aspect CTRM,Gopal,7.0
210,6.375,Assertible,Gopal,5.0
211,7.333333333333333,Atlassian Bitbucket Server,Gopal,7.0
212,6.875,Atlassian SourceTree,Gopal,7.0
213,7.166666666666667,Autopilot,Gopal,7.0
214,7.208333333333333,Azure Traffic Manager,Gopal,7.0
215,7.125,Bitbucket Piplines,Gopal,7.0
216,5.416666666666667,Blazegraph,Gopal,4.0
217,7.0,Bluehost,Gopal,7.0
218,7.333333333333333,Brandify,Gopal,8.0
219,6.833333333333333,Braze,Gopal,7.0
220,7.208333333333333,BrowserStack,Gopal,8.0
221,5.916666666666667,Browserling,Gopal,5.0
222,6.833333333333333,CONTACTBOX,Gopal,6.0
223,7.125,Calabash,Gopal,7.0
224,7.083333333333333,CanvasPod,Gopal,7.0
225,6.416666666666667,Capybara,Gopal,7.0
226,5.875,Carto,Gopal,7.0
227,7.125,ChannelSight,Gopal,7.0
228,6.958333333333333,ChartMogul,Gopal,7.0
229,6.75,Chartboost,Gopal,7.0
230,6.75,ClearBit,Gopal,7.0
231,7.0,ClearSlide,Gopal,8.0
232,6.791666666666667,Clearbit,Gopal,7.0
233,5.75,Clearbit Connect,Gopal,3.0
234,7.083333333333333,Cliengo,Gopal,7.0
235,6.916666666666667,Close,Gopal,7.0
236,6.958333333333333,Cloze,Gopal,7.0
237,6.458333333333333,CodeLobster IDE,Gopal,5.0
238,7.375,Couchbase,Gopal,7.0
239,6.916666666666667,Crunchbase,Gopal,7.0
240,6.958333333333333,Cvent,Gopal,7.0
241,5.25,Datahug,Gopal,3.0
242,7.2,DigitalOcean,Gopal,7.0
243,6.833333333333333,DiscoverOrg,Gopal,7.0
244,5.625,DoubleDutch,Gopal,4.0
245,6.916666666666667,Duo Security,Gopal,7.0
246,7.333333333333333,Emarsys,Gopal,8.0
247,7.083333333333333,EventBrite,Gopal,7.0
248,7.083333333333333,Evercontact,Gopal,7.0
249,5.708333333333333,Fiddler,Gopal,5.0
250,6.541666666666667,Fiksu,Gopal,6.0
251,6.958333333333333,FitNesse,Gopal,7.0
252,7.0,Frontier Kernel Project,Gopal,7.0
253,6.333333333333333,FullContact,Gopal,7.0
254,6.0,GamEffective,Gopal,7.0
255,7.0,Ghost Inspector,Gopal,7.0
256,6.75,Git,Gopal,7.0
257,6.75,GitHost,Gopal,7.0
258,6.916666666666667,GitHub,Gopal,7.0
259,7.125,GitLab,Gopal,8.0
260,6.625,Gmelius,Gopal,7.0
261,5.958333333333333,Goal Huddle,Gopal,3.0
262,7.083333333333333,Grapholytic,Gopal,7.0
263,6.958333333333333,GrowthOk,Gopal,7.0
264,6.541666666666667,Guru,Gopal,7.0
265,6.5,HAProxy,Gopal,5.0
266,7.333333333333333,HeadReach,Gopal,7.0
267,7.0,Highrise,Gopal,7.0
268,6.875,HockeyApp,Gopal,7.0
269,7.291666666666667,Hostinger,Gopal,7.0
270,7.125,HubSpot Marketing Hub,Gopal,7.0
271,5.5,Hunter,Gopal,4.0
272,6.833333333333333,HyperGraphDB,Gopal,7.0
273,7.384615384615385,Impact,Gopal,8.0
274,6.75,Inkit,Gopal,7.0
275,7.0,InsideView,Gopal,7.0
276,5.5,InterSystems Cache,Gopal,5.0
277,6.708333333333333,Intutel,Gopal,6.0
278,6.583333333333333,Jifflenow,Gopal,7.0
279,7.481481481481482,Kiip,Gopal,7.0
280,6.291666666666667,KiteDesk,Gopal,7.0
281,6.083333333333333,LambdaTest,Gopal,7.0
282,6.916666666666667,Lengow,Gopal,7.0
283,6.583333333333333,Lottie,Gopal,7.0
284,6.833333333333333,Lusha,Gopal,7.0
285,6.5,Madkudu,Gopal,7.0
286,7.041666666666667,Marketo,Gopal,8.0
287,6.75,Mautic,Gopal,7.0
288,6.166666666666667,McAfee antivirus,Gopal,3.0
289,7.25,Memcached,Gopal,7.0
290,6.791666666666667,Mindmatrix,Gopal,7.0
291,6.791666666666667,MixRank,Gopal,7.0
292,6.583333333333333,MoEngage,Gopal,5.0
293,7.52,Mobify,Gopal,7.0
294,7.125,Monaca,Gopal,7.0
295,7.0,MongoDB,Gopal,7.0
296,7.125,Moz Local,Gopal,7.0
297,7.208333333333333,N3,Gopal,7.0
298,5.791666666666667,Neo4j,Gopal,4.0
299,7.083333333333333,NinthDecimal,Gopal,7.0
300,7.291666666666667,Noweco,Gopal,8.0
301,6.875,Nudge.ai,Gopal,7.0
302,7.083333333333333,OVH Hosting,Gopal,7.0
303,5.625,ObjectBox,Gopal,5.0
304,6.833333333333333,OpenStack,Gopal,6.0
305,7.041666666666667,OpenVPN,Gopal,7.0
306,6.916666666666667,Optimiso,Gopal,7.0
307,6.208333333333333,Optimizely,Gopal,7.0
308,6.083333333333333,Oracle Eloqua,Gopal,7.0
309,6.958333333333333,OrientGraph,Gopal,7.0
310,6.916666666666667,Owler,Gopal,7.0
311,7.0,PVS-Studio,Gopal,7.0
312,6.708333333333333,Panopto,Gopal,7.0
313,6.916666666666667,PipeCandy,Gopal,8.0
314,6.416666666666667,Pipedrive,Gopal,7.0
315,5.875,Procipient,Gopal,3.0
316,7.25,ProjectLocker,Gopal,7.0
317,7.083333333333333,Qualys,Gopal,7.0
318,5.541666666666667,Rackspace Hosting,Gopal,4.0
319,7.0,Relayware,Gopal,7.0
320,7.208333333333333,SEMrush,Gopal,8.0
321,6.916666666666667,Sailthru,Gopal,7.0
322,7.12,SalesLoft,Gopal,7.0
323,5.791666666666667,Salesforce Data.com,Gopal,5.0
324,6.708333333333333,Salesforce Marketing Cloud,Gopal,6.0
325,7.0,Salesforce Pardot,Gopal,7.0
326,7.083333333333333,Salesforce Sales Cloud,Gopal,7.0
327,6.291666666666667,Salestools,Gopal,7.0
328,6.0,Sauce Labs,Gopal,7.0
329,6.75,Scopi,Gopal,7.0
330,6.833333333333333,Segment,Gopal,7.0
331,6.75,Selenium,Gopal,7.0
332,6.791666666666667,ServerPilot,Gopal,7.0
333,7.041666666666667,ServiceSource,Gopal,8.0
334,6.75,Showpad,Gopal,7.0
335,5.958333333333333,SimilarTech,Gopal,3.0
336,6.916666666666667,Sitecore,Gopal,7.0
337,7.041666666666667,Smadex,Gopal,7.0
338,6.625,SocialPilot,Gopal,7.0
339,6.666666666666667,SocialShopWave,Gopal,5.0
340,7.291666666666667,SolidOpinion,Gopal,7.0
341,7.0,Sophos,Gopal,7.0
342,6.791666666666667,SourceRepo,Gopal,7.0
343,7.08,Splash,Gopal,7.0
344,6.958333333333333,Splicky,Gopal,7.0
345,5.458333333333333,SpyFu,Gopal,4.0
346,7.0,Steward,Gopal,7.0
347,7.291666666666667,Streak,Gopal,8.0
348,6.666666666666667,StructuredWeb,Gopal,7.0
349,6.916666666666667,Sublime Web Inspector,Gopal,7.0
350,5.625,SuperRewards,Gopal,5.0
351,6.75,Supernova,Gopal,6.0
352,6.958333333333333,Symantec Norton,Gopal,7.0
353,7.0,Testfairy,Gopal,7.0
354,6.291666666666667,Testflight,Gopal,7.0
355,5.791666666666667,Trend Micro,Gopal,7.0
356,6.916666666666667,TrialPay,Gopal,7.0
357,6.916666666666667,Upcall,Gopal,7.0
358,6.5,WP Engine,Gopal,7.0
359,6.666666666666667,WebEngage,Gopal,7.0
360,7.166666666666667,Xamarin,Gopal,8.0
361,6.708333333333333,Xpediter,Gopal,7.0
362,5.958333333333333,Yext,Gopal,3.0
363,7.083333333333333,Yotpo,Gopal,7.0
364,6.958333333333333,Zoho CRM,Gopal,7.0
365,6.875,ZoomInfo,Gopal,7.0
366,6.5,canUmeet,Gopal,5.0
367,7.375,iPage,Gopal,7.0
368,7.0,import.io,Gopal,7.0
369,6.875,netadge,Gopal,7.0
370,5.916666666666667,nginx,Gopal,7.0
371,6.166666666666667,ngrok,Gopal,3.0
372,6.083333333333333,pCloudy,Gopal,4.0
373,5.625,uContact,Gopal,7.0
374,6.791666666666667,AVG antivirus,Gopu,5.0
375,7.041666666666667,AWS Application Load Balancer,Gopu,7.0
376,5.5,AWS Mobile Hub,Gopu,4.0
377,6.833333333333333,Accelo,Gopu,7.0
378,7.25,Action Recorder,Gopu,8.0
379,6.875,Ad-Aware,Gopu,5.0
380,6.583333333333333,Adobe Target,Gopu,7.0
381,5.833333333333333,Alexa,Gopu,5.0
382,6.583333333333333,AllegroGraph,Gopu,6.0
383,6.916666666666667,Amazon DynamoDB,Gopu,7.0
384,7.041666666666667,Android Studio,Gopu,5.0
385,6.291666666666667,Antavo,Gopu,7.0
386,6.041666666666667,Apache Hbase,Gopu,7.0
387,6.916666666666667,App Annie,Gopu,5.0
388,6.666666666666667,AppLift,Gopu,7.0
389,6.791666666666667,AppLovin,Gopu,7.0
390,6.75,Appcelerator,Gopu,7.0
391,7.375,Appium,Gopu,8.0
392,6.791666666666667,Applause,Gopu,7.0
393,5.958333333333333,Applivery,Gopu,3.0
394,7.25,Appollo,Gopu,7.0
395,6.916666666666667,ArangoDB,Gopu,7.0
396,6.958333333333333,Aspect CTRM,Gopu,7.0
397,6.375,Assertible,Gopu,5.0
398,7.333333333333333,Atlassian Bitbucket Server,Gopu,7.0
399,6.875,Atlassian SourceTree,Gopu,7.0
400,7.166666666666667,Autopilot,Gopu,8.0
401,7.208333333333333,Azure Traffic Manager,Gopu,7.0
402,7.125,Bitbucket Piplines,Gopu,5.0
403,5.416666666666667,Blazegraph,Gopu,4.0
404,7.0,Bluehost,Gopu,7.0
405,7.333333333333333,Brandify,Gopu,8.0
406,6.833333333333333,Braze,Gopu,7.0
407,7.208333333333333,BrowserStack,Gopu,8.0
408,5.916666666666667,Browserling,Gopu,5.0
409,6.833333333333333,CONTACTBOX,Gopu,6.0
410,7.125,Calabash,Gopu,7.0
411,7.083333333333333,CanvasPod,Gopu,7.0
412,6.416666666666667,Capybara,Gopu,7.0
413,5.875,Carto,Gopu,5.0
414,7.125,ChannelSight,Gopu,7.0
415,6.958333333333333,ChartMogul,Gopu,7.0
416,6.75,Chartboost,Gopu,7.0
417,6.75,ClearBit,Gopu,7.0
418,7.0,ClearSlide,Gopu,8.0
419,6.791666666666667,Clearbit,Gopu,7.0
420,5.75,Clearbit Connect,Gopu,3.0
421,7.083333333333333,Cliengo,Gopu,7.0
422,6.916666666666667,Close,Gopu,7.0
423,6.958333333333333,Cloze,Gopu,7.0
424,6.458333333333333,CodeLobster IDE,Gopu,5.0
425,7.375,Couchbase,Gopu,7.0
426,6.916666666666667,Crunchbase,Gopu,7.0
427,6.958333333333333,Cvent,Gopu,7.0
428,5.25,Datahug,Gopu,3.0
429,7.2,DigitalOcean,Gopu,7.0
430,6.833333333333333,DiscoverOrg,Gopu,5.0
431,5.625,DoubleDutch,Gopu,4.0
432,6.916666666666667,Duo Security,Gopu,7.0
433,7.333333333333333,Emarsys,Gopu,8.0
434,7.083333333333333,EventBrite,Gopu,7.0
435,7.083333333333333,Evercontact,Gopu,7.0
436,5.708333333333333,Fiddler,Gopu,5.0
437,6.541666666666667,Fiksu,Gopu,6.0
438,6.958333333333333,FitNesse,Gopu,7.0
439,7.0,Frontier Kernel Project,Gopu,7.0
440,6.333333333333333,FullContact,Gopu,7.0
441,6.0,GamEffective,Gopu,7.0
442,7.0,Ghost Inspector,Gopu,7.0
443,6.75,Git,Gopu,7.0
444,6.75,GitHost,Gopu,7.0
445,6.916666666666667,GitHub,Gopu,7.0
446,7.125,GitLab,Gopu,5.0
447,6.625,Gmelius,Gopu,7.0
448,5.958333333333333,Goal Huddle,Gopu,3.0
449,7.083333333333333,Grapholytic,Gopu,7.0
450,6.958333333333333,GrowthOk,Gopu,7.0
451,6.541666666666667,Guru,Gopu,7.0
452,6.5,HAProxy,Gopu,5.0
453,7.333333333333333,HeadReach,Gopu,7.0
454,7.0,Highrise,Gopu,7.0
455,6.875,HockeyApp,Gopu,7.0
456,7.291666666666667,Hostinger,Gopu,7.0
457,7.125,HubSpot Marketing Hub,Gopu,7.0
458,5.5,Hunter,Gopu,4.0
459,6.833333333333333,HyperGraphDB,Gopu,7.0
460,7.384615384615385,Impact,Gopu,8.0
461,6.75,Inkit,Gopu,7.0
462,7.0,InsideView,Gopu,7.0
463,5.5,InterSystems Cache,Gopu,5.0
464,6.708333333333333,Intutel,Gopu,5.0
465,6.583333333333333,Jifflenow,Gopu,7.0
466,7.481481481481482,Kiip,Gopu,7.0
467,6.291666666666667,KiteDesk,Gopu,7.0
468,6.083333333333333,LambdaTest,Gopu,7.0
469,6.916666666666667,Lengow,Gopu,7.0
470,6.583333333333333,Lottie,Gopu,7.0
471,6.833333333333333,Lusha,Gopu,7.0
472,6.5,Madkudu,Gopu,7.0
473,7.041666666666667,Marketo,Gopu,8.0
474,6.75,Mautic,Gopu,7.0
475,6.166666666666667,McAfee antivirus,Gopu,3.0
476,7.25,Memcached,Gopu,7.0
477,6.791666666666667,Mindmatrix,Gopu,7.0
478,6.791666666666667,MixRank,Gopu,7.0
479,6.583333333333333,MoEngage,Gopu,5.0
480,7.52,Mobify,Gopu,7.0
481,7.125,Monaca,Gopu,7.0
482,7.0,MongoDB,Gopu,7.0
483,7.125,Moz Local,Gopu,7.0
484,7.208333333333333,N3,Gopu,7.0
485,5.791666666666667,Neo4j,Gopu,4.0
486,7.083333333333333,NinthDecimal,Gopu,7.0
487,7.291666666666667,Noweco,Gopu,8.0
488,6.875,Nudge.ai,Gopu,7.0
489,7.083333333333333,OVH Hosting,Gopu,7.0
490,5.625,ObjectBox,Gopu,5.0
491,6.833333333333333,OpenStack,Gopu,6.0
492,7.041666666666667,OpenVPN,Gopu,7.0
493,6.916666666666667,Optimiso,Gopu,7.0
494,6.208333333333333,Optimizely,Gopu,7.0
495,6.083333333333333,Oracle Eloqua,Gopu,7.0
496,6.958333333333333,OrientGraph,Gopu,7.0
497,6.916666666666667,Owler,Gopu,7.0
498,7.0,PVS-Studio,Gopu,7.0
499,6.708333333333333,Panopto,Gopu,7.0
500,6.916666666666667,PipeCandy,Gopu,8.0
501,6.416666666666667,Pipedrive,Gopu,7.0
502,5.875,Procipient,Gopu,3.0
503,7.25,ProjectLocker,Gopu,7.0
504,7.083333333333333,Qualys,Gopu,8.0
505,5.541666666666667,Rackspace Hosting,Gopu,4.0
506,7.0,Relayware,Gopu,7.0
507,7.208333333333333,SEMrush,Gopu,8.0
508,6.916666666666667,Sailthru,Gopu,7.0
509,7.12,SalesLoft,Gopu,7.0
510,5.791666666666667,Salesforce Data.com,Gopu,5.0
511,6.708333333333333,Salesforce Marketing Cloud,Gopu,6.0
512,7.0,Salesforce Pardot,Gopu,7.0
513,7.083333333333333,Salesforce Sales Cloud,Gopu,7.0
514,6.291666666666667,Salestools,Gopu,7.0
515,6.0,Sauce Labs,Gopu,7.0
516,6.75,Scopi,Gopu,6.0
517,6.833333333333333,Segment,Gopu,7.0
518,6.75,Selenium,Gopu,7.0
519,6.791666666666667,ServerPilot,Gopu,6.0
520,7.041666666666667,ServiceSource,Gopu,8.0
521,6.75,Showpad,Gopu,7.0
522,5.958333333333333,SimilarTech,Gopu,3.0
523,6.916666666666667,Sitecore,Gopu,5.0
524,7.041666666666667,Smadex,Gopu,7.0
525,6.625,SocialPilot,Gopu,7.0
526,6.666666666666667,SocialShopWave,Gopu,5.0
527,7.291666666666667,SolidOpinion,Gopu,7.0
528,7.0,Sophos,Gopu,7.0
529,6.791666666666667,SourceRepo,Gopu,7.0
530,7.08,Splash,Gopu,7.0
531,6.958333333333333,Splicky,Gopu,7.0
532,5.458333333333333,SpyFu,Gopu,4.0
533,7.0,Steward,Gopu,7.0
534,7.291666666666667,Streak,Gopu,8.0
535,6.666666666666667,StructuredWeb,Gopu,5.0
536,6.916666666666667,Sublime Web Inspector,Gopu,7.0
537,5.625,SuperRewards,Gopu,5.0
538,6.75,Supernova,Gopu,6.0
539,6.958333333333333,Symantec Norton,Gopu,7.0
540,7.0,Testfairy,Gopu,7.0
541,6.291666666666667,Testflight,Gopu,7.0
542,5.791666666666667,Trend Micro,Gopu,5.0
543,6.916666666666667,TrialPay,Gopu,7.0
544,6.916666666666667,Upcall,Gopu,7.0
545,6.5,WP Engine,Gopu,5.0
546,6.666666666666667,WebEngage,Gopu,7.0
547,7.166666666666667,Xamarin,Gopu,8.0
548,6.708333333333333,Xpediter,Gopu,7.0
549,5.958333333333333,Yext,Gopu,3.0
550,7.083333333333333,Yotpo,Gopu,7.0
551,6.958333333333333,Zoho CRM,Gopu,7.0
552,6.875,ZoomInfo,Gopu,7.0
553,6.5,canUmeet,Gopu,5.0
554,7.375,iPage,Gopu,7.0
555,7.0,import.io,Gopu,7.0
556,6.875,netadge,Gopu,7.0
557,5.916666666666667,nginx,Gopu,7.0
558,6.166666666666667,ngrok,Gopu,3.0
559,6.083333333333333,pCloudy,Gopu,4.0
560,5.625,uContact,Gopu,7.0
561,6.791666666666667,AVG antivirus,Hareesh,9.0
562,7.041666666666667,AWS Application Load Balancer,Hareesh,7.0
563,5.5,AWS Mobile Hub,Hareesh,3.0
564,6.833333333333333,Accelo,Hareesh,7.0
565,7.25,Action Recorder,Hareesh,7.0
566,6.875,Ad-Aware,Hareesh,7.0
567,6.583333333333333,Adobe Target,Hareesh,7.0
568,5.833333333333333,Alexa,Hareesh,9.0
569,6.583333333333333,AllegroGraph,Hareesh,7.0
570,6.916666666666667,Amazon DynamoDB,Hareesh,7.0
571,7.041666666666667,Android Studio,Hareesh,7.0
572,6.291666666666667,Antavo,Hareesh,7.0
573,6.041666666666667,Apache Hbase,Hareesh,7.0
574,6.916666666666667,App Annie,Hareesh,7.0
575,6.666666666666667,AppLift,Hareesh,7.0
576,6.791666666666667,AppLovin,Hareesh,7.0
577,6.75,Appcelerator,Hareesh,7.0
578,7.375,Appium,Hareesh,7.0
579,6.791666666666667,Applause,Hareesh,7.0
